ANO;ESTADO;CÓDIGO IBGE;Município;Vendas
2002;Rondônia;1101435;NOVA UNIAO;55000
2002;Rondônia;1101468;PIMENTEIRAS DO OESTE;5000
2002;Rondônia;1101484;SAO FELIPE D'OESTE;95000
2002;Rondônia;1101492;SAO FRANCISCO DO GUAPO;781000
2002;Rondônia;1101500;SERINGUEIRAS;529200
2002;Rondônia;1101559;TEIXEIROPOLIS;45000
2002;Rondônia;1101609;THEOBROMA;94000
2002;Rondônia;1101708;URUPA;609900
2002;Rondônia;1101757;VALE DO ANARI;294200
2002;Rondônia;1101807;VALE DO PARAISO;240000
2002;Acre ;1200013;ACRELANDIA;266000
2002;Acre ;1200104;BRASILEIA;530000
2002;Acre ;1200138;BUJARI;287000
2002;Acre ;1200179;CAPIXABA;143000
2002;Acre ;1200203;CRUZEIRO DO SUL;5440079
2002;Acre ;1200252;EPITACIOLANDIA;440000
2002;Acre ;1200336;MANCIO LIMA;260000
2002;Acre ;1200385;PLACIDO DE CASTRO;140000
2002;Acre ;1200807;PORTO ACRE;339444
2002;Acre ;1200401;RIO BRANCO;34663299
2002;Acre ;1200427;RODRIGUES ALVES;95000
2002;Acre ;1200435;SANTA ROSA DO PURUS;45000
2002;Acre ;1200450;SENADOR GUIOMARD;1356749
2002;Acre ;1200500;SENA MADUREIRA;996000
2002;Acre ;1200609;TARAUACA;520000
2002;Acre ;1200708;XAPURI;407000
2002;Amazonas;1300102;ANORI;35000
2002;Amazonas;1300144;APUI;748100
2002;Amazonas;1300300;AUTAZES;537733
2002;Amazonas;1300409;BARCELOS;560000
2002;Amazonas;1300508;BARREIRINHA;479478
2002;Amazonas;1300706;BOCA DO ACRE;642000
2002;Amazonas;1300805;BORBA;45000
2002;Amazonas;1301001;CARAUARI;105157
2002;Amazonas;1301100;CAREIRO;183500
2002;Amazonas;1301159;CAREIRO DA VARZEA;145000
2002;Amazonas;1301209;COARI;393000
2002;Amazonas;1301407;EIRUNEPE;547246
2002;Amazonas;1301506;ENVIRA;323483
2002;Amazonas;1301605;FONTE BOA;190000
2002;Amazonas;1301654;GUAJARA;150419
2002;Amazonas;1301704;HUMAITA;991300
2002;Amazonas;1301803;IPIXUNA;180207
2002;Amazonas;1301852;IRANDUBA;1174506
2002;Amazonas;1301902;ITACOATIARA;2608000
2002;Amazonas;1302009;ITAPIRANGA;860000
2002;Amazonas;1302306;JUTAI;144000
2002;Amazonas;1302405;LABREA;956286
2002;Amazonas;1302504;MANACAPURU;3179807
2002;Amazonas;1302553;MANAQUIRI;45458
2002;Amazonas;1302603;MANAUS;238163598
2002;Amazonas;1302702;MANICORE;172800
2002;Amazonas;1302900;MAUES;2164589
2002;Amazonas;1303007;NHAMUNDA;464840
2002;Amazonas;1303106;NOVA OLINDA DO NORTE;150000
2002;Amazonas;1303205;NOVO AIRAO;225000
2002;Amazonas;1303304;NOVO ARIPUANA;30000
2002;Amazonas;1303403;PARINTINS;3498998
2002;Amazonas;1303536;PRESIDENTE FIGUEIREDO;2435000
2002;Amazonas;1303569;RIO PRETO DA EVA;442000
2002;Amazonas;1303601;SANTA ISABEL DO RIO NE;94518
2002;Amazonas;1303700;SANTO ANTONIO DO ICA;15000
2002;Amazonas;1303809;SAO GABRIEL DA CACHOEI;797409
2002;Amazonas;1304005;SILVES;120000
2002;Amazonas;1304062;TABATINGA;19621
2002;Amazonas;1304104;TAPAUA;26000
2002;Amazonas;1304203;TEFE;1697674
2002;Roraima ;1400027;AMAJARI;30000
2002;Roraima ;1400050;ALTO ALEGRE;290000
2002;Roraima ;1400100;BOA VISTA;43586146
2002;Roraima ;1400506;SAO JOAO DA BALIZA;280000
2002;Roraima ;1400175;CANTA;30000
2002;Roraima ;1400209;CARACARAI;1506000
2002;Roraima ;1400233;CAROEBE;182000
2002;Roraima ;1400472;RORAINOPOLIS;786000
2002;Roraima ;1400308;MUCAJAI;766400
2002;Roraima ;1400605;SAO LUIZ;2144000
2002;Pará ;1500107;ABAETETUBA;1361710
2002;Pará ;1500131;ABEL FIGUEIREDO;266000
2002;Pará ;1500206;ACARA;10000
2002;Pará ;1500404;ALENQUER;867583
2002;Pará ;1500503;ALMEIRIM;1970000
2002;Pará ;1500602;ALTAMIRA;7402059
2002;Pará ;1500800;ANANINDEUA;28617784
2002;Pará ;1500909;AUGUSTO CORREA;75000
2002;Pará ;1501006;AVEIRO;279000
2002;Pará ;1501204;BAIAO;120000
2002;Pará ;1501303;BARCARENA;3017815
2002;Pará ;1501402;BELEM;134241457
2002;Pará ;1501451;BELTERRA;147660
2002;Pará ;1501501;BENEVIDES;2608026
2002;Pará ;1501600;BONITO;240000
2002;Pará ;1501709;BRAGANCA;2673148
2002;Pará ;1501782;BREU BRANCO;714550
2002;Pará ;1501808;BREVES;476143
2002;Pará ;1501758;BREJO GRANDE DO ARAGUA;341000
2002;Pará ;1502103;CAMETA;63000
2002;Pará ;1502152;CANAA DOS CARAJAS;120000
2002;Pará ;1502202;CAPANEMA;2890500
2002;Pará ;1502301;CAPITAO POCO;750000
2002;Pará ;1502400;CASTANHAL;16772174
2002;Pará ;1502707;CONCEICAO DO ARAGUAIA;1906518
2002;Pará ;1502756;CONCORDIA DO PARA;607376
2002;Pará ;1502905;CURUCA;385000
2002;Pará ;1502939;DOM ELISEU;604281
2002;Pará ;1502954;ELDORADO DOS CARAJAS;182000
2002;Pará ;1503044;FLORESTA DO ARAGUAIA;120900
2002;Pará ;1503093;GOIANESIA DO PARA;1472300
2002;Pará ;1503200;IGARAPE-ACU;1023000
2002;Pará ;1503309;IGARAPE-MIRI;564000
2002;Pará ;1503457;IPIXUNA DO PARA;5000
2002;Pará ;1503507;IRITUIA;597284
2002;Pará ;1503606;ITAITUBA;5485896
2002;Pará ;1503705;ITUPIRANGA;6771893
2002;Pará ;1503754;JACAREACANGA;67000
2002;Pará ;1503804;JACUNDA;2060555
2002;Pará ;1503903;JURUTI;267000
2002;Pará ;1504059;MAE DO RIO;1337000
2002;Pará ;1504208;MARABA;18238267
2002;Pará ;1504307;MARACANA;195000
2002;Pará ;1504406;MARAPANIM;20000
2002;Pará ;1504422;MARITUBA;2136200
2002;Pará ;1504455;MEDICILANDIA;976000
2002;Pará ;1504604;MOCAJUBA;145000
2002;Pará ;1504703;MOJU;164782
2002;Pará ;1504802;MONTE ALEGRE;1336671
2002;Pará ;1504950;NOVA ESPERANCA DO PIRI;70000
2002;Pará ;1504976;NOVA IPIXUNA;1616600
2002;Pará ;1505007;NOVA TIMBOTEUA;650000
2002;Pará ;1505031;NOVO PROGRESSO;185000
2002;Pará ;1505064;NOVO REPARTIMENTO;1762000
2002;Pará ;1505106;OBIDOS;857000
2002;Pará ;1505304;ORIXIMINA;2685511
2002;Pará ;1505403;OUREM;464300
2002;Pará ;1505486;PACAJA;1181866
2002;Pará ;1505502;PARAGOMINAS;5159337
2002;Pará ;1505536;PARAUAPEBAS;5328200
2002;Pará ;1505635;PICARRA;311000
2002;Pará ;1505650;PLACAS;50000
2002;Pará ;1505809;PORTEL;163234
2002;Pará ;1505908;PORTO DE MOZ;987706
2002;Pará ;1506005;PRAINHA;36000
2002;Pará ;1506104;PRIMAVERA;165000
2002;Pará ;1506138;REDENCAO;4572363
2002;Pará ;1506161;RIO MARIA;376000
2002;Pará ;1506187;RONDON DO PARA;2651000
2002;Pará ;1506195;RUROPOLIS;255000
2002;Pará ;1506203;SALINOPOLIS;2140700
2002;Pará ;1506351;SANTA BARBARA DO PARA;496000
2002;Pará ;1506500;SANTA ISABEL DO PARA;9156181
2002;Pará ;1506559;SANTA LUZIA DO PARA;47000
2002;Pará ;1506583;SANTA MARIA DAS BARREI;155000
2002;Pará ;1506609;SANTA MARIA DO PARA;828000
2002;Pará ;1506708;SANTANA DO ARAGUAIA;1430515
2002;Pará ;1506807;SANTAREM;14013517
2002;Pará ;1507003;SANTO ANTONIO DO TAUA;190000
2002;Pará ;1507151;SAO DOMINGOS DO ARAGUA;1976800
2002;Pará ;1507201;SAO DOMINGOS DO CAPIM;305000
2002;Pará ;1507300;SAO FELIX DO XINGU;87307
2002;Pará ;1507409;SAO FRANCISCO DO PARA;2444000
2002;Pará ;1507458;SAO GERALDO DO ARAGUAI;478000
2002;Pará ;1507508;SAO JOAO DO ARAGUAIA;62000
2002;Pará ;1507474;SAO JOAO DE PIRABAS;385000
2002;Pará ;1507607;SAO MIGUEL DO GUAMA;1049561
2002;Pará ;1507755;SAPUCAIA;25000
2002;Pará ;1507805;SENADOR JOSE PORFIRIO;20400
2002;Pará ;1507904;SOURE;845934
2002;Pará ;1507953;TAILANDIA;2439000
2002;Pará ;1507979;TERRA SANTA;133697
2002;Pará ;1508001;TOME-ACU;1949500
2002;Pará ;1508050;TRAIRAO;40000
2002;Pará ;1508100;TUCURUI;3555350
2002;Pará ;1508084;TUCUMA;55000
2002;Pará ;1508126;ULIANOPOLIS;420754
2002;Pará ;1508159;URUARA;1174000
2002;Pará ;1508209;VIGIA;470000
2002;Pará ;1508308;VISEU;150000
2002;Pará ;1508407;XINGUARA;1527725
2002;Pará ;1508357;VITORIA DO XINGU;315000
2002;Amapá ;1600055;SERRA DO NAVIO;195600
2002;Amapá ;1600105;AMAPA;250800
2002;Amapá ;1600204;CALCOENE;20000
2002;Amapá ;1600238;FERREIRA GOMES;389050
2002;Amapá ;1600279;LARANJAL DO JARI;1382000
2002;Amapá ;1600303;MACAPA;42441500
2002;Amapá ;1600402;MAZAGAO;50000
2002;Amapá ;1600501;OIAPOQUE;1095000
2002;Amapá ;1600535;PORTO GRANDE;407200
2002;Amapá ;1600808;VITORIA DO JARI;115800
2002;Amapá ;1600600;SANTANA;4055200
2002;Amapá ;1600709;TARTARUGALZINHO;160000
2002;Tocantins ;1700350;ALIANCA DO TOCANTINS;781500
2002;Tocantins ;1700400;ALMAS;243700
2002;Tocantins ;1700707;ALVORADA;900150
2002;Tocantins ;1701002;ANANAS;425000
2002;Tocantins ;1701101;APARECIDA DO RIO NEGRO;326000
2002;Tocantins ;1701903;ARAGUACEMA;295000
2002;Tocantins ;1700251;ABREULANDIA;100000
2002;Tocantins ;1702000;ARAGUACU;760800
2002;Tocantins ;1700301;AGUIARNOPOLIS;835100
2002;Tocantins ;1702109;ARAGUAINA;14911679
2002;Tocantins ;1702208;ARAGUATINS;1200000
2002;Tocantins ;1702307;ARAPOEMA;409600
2002;Tocantins ;1702406;ARRAIAS;505000
2002;Tocantins ;1702554;AUGUSTINOPOLIS;935000
2002;Tocantins ;1702703;AURORA DO TOCANTINS;155000
2002;Tocantins ;1702901;AXIXA DO TOCANTINS;295000
2002;Tocantins ;1703107;BARROLANDIA;645000
2002;Tocantins ;1703206;BERNARDO SAYAO;115000
2002;Tocantins ;1703701;BREJINHO DE NAZARE;84950
2002;Tocantins ;1703800;BURITI DO TOCANTINS;195000
2002;Tocantins ;1703909;CASEARA;240000
2002;Tocantins ;1705508;COLINAS DO TOCANTINS;2704105
2002;Tocantins ;1716703;COLMEIA;500000
2002;Tocantins ;1705557;COMBINADO;270000
2002;Tocantins ;1705607;CONCEICAO DO TOCANTINS;420000
2002;Tocantins ;1706001;COUTO DE MAGALHAES;5000
2002;Tocantins ;1706100;CRISTALANDIA;605000
2002;Tocantins ;1707009;DIANOPOLIS;1124800
2002;Tocantins ;1707108;DIVINOPOLIS DO TOCANTI;280000
2002;Tocantins ;1707207;DOIS IRMAOS DO TOCANTI;155000
2002;Tocantins ;1707306;DUERE;171000
2002;Tocantins ;1707553;FATIMA;735000
2002;Tocantins ;1707652;FIGUEIROPOLIS;582750
2002;Tocantins ;1707702;FILADELFIA;110000
2002;Tocantins ;1701309;ARAGOMINAS;227500
2002;Tocantins ;1708205;FORMOSO DO ARAGUAIA;1277100
2002;Tocantins ;1708304;GOIANORTE;145000
2002;Tocantins ;1709005;GOIATINS;182000
2002;Tocantins ;1709302;GUARAI;2153000
2002;Tocantins ;1709500;GURUPI;11023760
2002;Tocantins ;1710508;ITACAJA;301000
2002;Tocantins ;1711100;ITAPORA DO TOCANTINS;25000
2002;Tocantins ;1712504;MARIANOPOLIS DO TOCANT;205000
2002;Tocantins ;1713205;MIRACEMA DO TOCANTINS;1617150
2002;Tocantins ;1713304;MIRANORTE;874000
2002;Tocantins ;1713601;MONTE DO CARMO;155600
2002;Tocantins ;1714203;NATIVIDADE;1000000
2002;Tocantins ;1714880;NOVA OLINDA;727874
2002;Tocantins ;1715002;NOVA ROSALANDIA;295000
2002;Tocantins ;1715101;NOVO ACORDO;45000
2002;Tocantins ;1715754;PALMEIROPOLIS;550600
2002;Tocantins ;1716109;PARAISO DO TOCANTINS;5521012
2002;Tocantins ;1702158;ARAGUANA;75000
2002;Tocantins ;1716208;PARANA;176000
2002;Tocantins ;1716505;PEDRO AFONSO;1146250
2002;Tocantins ;1716604;PEIXE;635000
2002;Tocantins ;1716653;PEQUIZEIRO;110000
2002;Tocantins ;1717008;PINDORAMA DO TOCANTINS;55000
2002;Tocantins ;1717800;PONTE ALTA DO BOM JESU;145000
2002;Tocantins ;1717909;PONTE ALTA DO TOCANTIN;156650
2002;Tocantins ;1718006;PORTO ALEGRE DO TOCANT;40050
2002;Tocantins ;1718204;PORTO NACIONAL;5335400
2002;Tocantins ;1718402;PRESIDENTE KENNEDY;35000
2002;Tocantins ;1718907;SANTA ROSA DO TOCANTIN;230000
2002;Tocantins ;1719004;SANTA TEREZA DO TOCANT;15000
2002;Tocantins ;1720499;SAO VALERIO DA NATIVID;310000
2002;Tocantins ;1720655;SILVANOPOLIS;285000
2002;Tocantins ;1720804;SITIO NOVO DO TOCANTIN;350000
2002;Tocantins ;1720903;TAGUATINGA;750000
2002;Tocantins ;1721000;PALMAS;29626412
2002;Tocantins ;1721109;TOCANTINIA;145000
2002;Tocantins ;1721208;TOCANTINOPOLIS;1170000
2002;Tocantins ;1722107;XAMBIOA;455000
2002;Tocantins ;1722081;WANDERLANDIA;263132
2002;Tocantins ;1703826;CACHOEIRINHA;55000
2002;Tocantins ;1703842;CAMPOS LINDOS;202500
2002;Tocantins ;1703867;CARIRI DO TOCANTINS;650400
2002;Tocantins ;1703883;CARMOLANDIA;50000
2002;Tocantins ;1706258;CRIXAS DO TOCANTINS;107180
2002;Tocantins ;1706506;DARCINOPOLIS;360000
2002;Tocantins ;1708254;FORTALEZA DO TABOCAO;1091250
2002;Tocantins ;1711506;JAU DO TOCANTINS;145000
2002;Tocantins ;1711902;LAGOA DA CONFUSAO;252000
2002;Tocantins ;1711951;LAGOA DO TOCANTINS;10000
2002;Tocantins ;1712009;LAJEADO;15000
2002;Tocantins ;1712454;LUZINOPOLIS;145000
2002;Tocantins ;1713957;MURICILANDIA;145000
2002;Tocantins ;1715150;NOVO ALEGRE;180000
2002;Tocantins ;1716307;PAU D'ARCO;140000
2002;Tocantins ;1718709;RIO DOS BOIS;199000
2002;Tocantins ;1718451;PUGMIL;265000
2002;Tocantins ;1718840;SANDOLANDIA;85000
2002;Tocantins ;1720200;SAO MIGUEL DO TOCANTIN;150000
2002;Tocantins ;1720259;SAO SALVADOR DO TOCANT;95000
2002;Tocantins ;1720978;TALISMA;142700
2002;Maranhão ;2100055;ACAILANDIA;11162872
2002;Maranhão ;2100204;ALCANTARA;253000
2002;Maranhão ;2100501;ALTO PARNAIBA;214200
2002;Maranhão ;2100600;AMARANTE DO MARANHAO;344500
2002;Maranhão ;2100808;ANAPURUS;190000
2002;Maranhão ;2100907;ARAIOSES;23500
2002;Maranhão ;2100956;ARAME;182000
2002;Maranhão ;2101004;ARARI;65110
2002;Maranhão ;2101202;BACABAL;3737975
2002;Maranhão ;2101400;BALSAS;4651091
2002;Maranhão ;2101509;BARAO DE GRAJAU;620000
2002;Maranhão ;2101608;BARRA DO CORDA;2342150
2002;Maranhão ;2101707;BARREIRINHAS;839000
2002;Maranhão ;2101772;BELA VISTA DO MARANHAO;340000
2002;Maranhão ;2101905;BEQUIMAO;210400
2002;Maranhão ;2102002;BOM JARDIM;615000
2002;Maranhão ;2102101;BREJO;1012495
2002;Maranhão ;2102200;BURITI;169700
2002;Maranhão ;2102309;BURITI BRAVO;173058
2002;Maranhão ;2102325;BURITICUPU;1268268
2002;Maranhão ;2102408;CAJAPIO;91000
2002;Maranhão ;2102705;CANTANHEDE;35000
2002;Maranhão ;2102804;CAROLINA;802896
2002;Maranhão ;2102903;CARUTAPERA;7418550
2002;Maranhão ;2103000;CAXIAS;6413782
2002;Maranhão ;2103109;CEDRAL;45000
2002;Maranhão ;2103208;CHAPADINHA;1740610
2002;Maranhão ;2103307;CODO;2361179
2002;Maranhão ;2103406;COELHO NETO;1160000
2002;Maranhão ;2103505;COLINAS;806634
2002;Maranhão ;2103604;COROATA;2231610
2002;Maranhão ;2103703;CURURUPU;305000
2002;Maranhão ;2103752;DAVINOPOLIS;85000
2002;Maranhão ;2103802;DOM PEDRO;1799218
2002;Maranhão ;2103901;DUQUE BACELAR;140000
2002;Maranhão ;2104008;ESPERANTINOPOLIS;421400
2002;Maranhão ;2104057;ESTREITO;709282
2002;Maranhão ;2104099;FORMOSA DA SERRA NEGRA;161000
2002;Maranhão ;2104107;FORTALEZA DOS NOGUEIRA;207000
2002;Maranhão ;2104206;FORTUNA;175000
2002;Maranhão ;2104305;GODOFREDO VIANA;431800
2002;Maranhão ;2104800;GRAJAU;1637000
2002;Maranhão ;2105005;HUMBERTO DE CAMPOS;35000
2002;Maranhão ;2105104;ICATU;10000
2002;Maranhão ;2105153;IGARAPE DO MEIO;25000
2002;Maranhão ;2105203;IGARAPE GRANDE;713050
2002;Maranhão ;2105302;IMPERATRIZ;19963056
2002;Maranhão ;2105401;ITAPECURU MIRIM;1349240
2002;Maranhão ;2105427;ITINGA DO MARANHAO;1260000
2002;Maranhão ;2105500;JOAO LISBOA;355000
2002;Maranhão ;2105609;JOSELANDIA;5000
2002;Maranhão ;2105708;LAGO DA PEDRA;971720
2002;Maranhão ;2105807;LAGO DO JUNCO;255000
2002;Maranhão ;2105948;LAGO DOS RODRIGUES;20000
2002;Maranhão ;2105989;LAJEADO NOVO;250000
2002;Maranhão ;2106003;LIMA CAMPOS;200000
2002;Maranhão ;2106102;LORETO;170000
2002;Maranhão ;2106300;MAGALHAES DE ALMEIDA;110000
2002;Maranhão ;2106326;MARACACUME;940000
2002;Maranhão ;2106409;MATA ROMA;329380
2002;Maranhão ;2106508;MATINHA;215000
2002;Maranhão ;2106706;MIRADOR;240000
2002;Maranhão ;2106755;MIRANDA DO NORTE;1863200
2002;Maranhão ;2106805;MIRINZAL;750500
2002;Maranhão ;2107001;MONTES ALTOS;120000
2002;Maranhão ;2107100;MORROS;191830
2002;Maranhão ;2107407;OLHO D'AGUA DAS CUNHAS;825000
2002;Maranhão ;2107506;PACO DO LUMIAR;6172398
2002;Maranhão ;2107605;PALMEIRANDIA;105000
2002;Maranhão ;2107704;PARAIBANO;425110
2002;Maranhão ;2107803;PARNARAMA;365000
2002;Maranhão ;2108009;PASTOS BONS;550000
2002;Maranhão ;2108108;PAULO RAMOS;140000
2002;Maranhão ;2108207;PEDREIRAS;2116150
2002;Maranhão ;2108405;PERI MIRIM;149000
2002;Maranhão ;2108504;PINDARE MIRIM;355000
2002;Maranhão ;2108603;PINHEIRO;2074600
2002;Maranhão ;2108702;PIO XII;381000
2002;Maranhão ;2108900;POCAO DE PEDRAS;795000
2002;Maranhão ;2109007;PORTO FRANCO;1488000
2002;Maranhão ;2109106;PRESIDENTE DUTRA;2635713
2002;Maranhão ;2109239;PRESIDENTE MEDICI;53100
2002;Maranhão ;2109452;RAPOSA;179000
2002;Maranhão ;2109502;RIACHAO;419350
2002;Maranhão ;2109551;RIBAMAR FIQUENE;136000
2002;Maranhão ;2109601;ROSARIO;1150052
2002;Maranhão ;2109759;SANTA FILOMENA DO MARA;25250
2002;Maranhão ;2109809;SANTA HELENA;504330
2002;Maranhão ;2109908;SANTA INES;4066327
2002;Maranhão ;2110005;SANTA LUZIA;1865266
2002;Maranhão ;2110039;SANTA LUZIA DO PARUA;882007
2002;Maranhão ;2110104;SANTA QUITERIA DO MARA;185000
2002;Maranhão ;2110203;SANTA RITA;1039750
2002;Maranhão ;2110401;SAO BENEDITO DO RIO PR;43500
2002;Maranhão ;2110500;SAO BENTO;1110000
2002;Maranhão ;2110609;SAO BERNARDO;903500
2002;Maranhão ;2110658;SAO DOMINGOS DO AZEITA;691000
2002;Maranhão ;2110708;SAO DOMINGOS DO MARANH;927530
2002;Maranhão ;2110856;SAO FRANCISCO DO BREJA;325000
2002;Maranhão ;2111052;SAO JOAO DO PARAISO;165000
2002;Maranhão ;2111078;SAO JOAO DO SOTER;40000
2002;Maranhão ;2111102;SAO JOAO DOS PATOS;998451
2002;Maranhão ;2111201;SAO JOSE DE RIBAMAR;5755620
2002;Maranhão ;2111300;SAO LUIS;101064592
2002;Maranhão ;2111409;SAO LUIS GONZAGA DO MA;260240
2002;Maranhão ;2111508;SAO MATEUS DO MARANHAO;611000
2002;Maranhão ;2111607;SAO RAIMUNDO DAS MANGA;567500
2002;Maranhão ;2111706;SAO VICENTE FERRER;71610
2002;Maranhão ;2111763;SENADOR LA ROCQUE;40000
2002;Maranhão ;2111805;SITIO NOVO;10000
2002;Maranhão ;2112209;TIMON;3676455
2002;Maranhão ;2112308;TUNTUM;464000
2002;Maranhão ;2112407;TURIACU;295000
2002;Maranhão ;2112506;TUTOIA;555000
2002;Maranhão ;2112605;URBANO SANTOS;210500
2002;Maranhão ;2112704;VARGEM GRANDE;780000
2002;Maranhão ;2112803;VIANA;1260700
2002;Maranhão ;2112902;VITORIA DO MEARIM;1329580
2002;Maranhão ;2113009;VITORINO FREIRE;950000
2002;Maranhão ;2114007;ZE DOCA;1389885
2002;Piauí;2200103;AGRICOLANDIA;15000
2002;Piauí;2200202;AGUA BRANCA;809815
2002;Piauí;2200277;ALEGRETE DO PIAUI;244900
2002;Piauí;2200301;ALTO LONGA;10000
2002;Piauí;2200400;ALTOS;1130012
2002;Piauí;2200459;ALVORADA DO GURGUEIA;100000
2002;Piauí;2200509;AMARANTE;315000
2002;Piauí;2200608;ANGICAL DO PIAUI;180500
2002;Piauí;2200707;ANISIO DE ABREU;100000
2002;Piauí;2200905;AROAZES;25000
2002;Piauí;2201051;ASSUNCAO DO PIAUI;125000
2002;Piauí;2201150;BAIXA GRANDE DO RIBEIR;75000
2002;Piauí;2201176;BARRA D'ALCANTARA;30000
2002;Piauí;2201200;BARRAS;1018000
2002;Piauí;2201408;BARRO DURO;235000
2002;Piauí;2201507;BATALHA;335000
2002;Piauí;2201606;BENEDITINOS;5000
2002;Piauí;2201705;BERTOLINIA;88000
2002;Piauí;2201739;BETANIA DO PIAUI;87700
2002;Piauí;2201903;BOM JESUS;1151320
2002;Piauí;2201929;BONFIM DO PIAUI;29800
2002;Piauí;2202000;BURITI DOS LOPES;500000
2002;Piauí;2202026;BURITI DOS MONTES;40000
2002;Piauí;2202059;CABECEIRAS DO PIAUI;155000
2002;Piauí;2202133;CAMPO GRANDE DO PIAUI;590000
2002;Piauí;2202208;CAMPO MAIOR;2670000
2002;Piauí;2202307;CANTO DO BURITI;660708
2002;Piauí;2202406;CAPITAO DE CAMPOS;70000
2002;Piauí;2202505;CARACOL;245500
2002;Piauí;2202539;CARAUBAS DO PIAUI;5000
2002;Piauí;2202604;CASTELO DO PIAUI;305000
2002;Piauí;2202653;CAXINGO;65000
2002;Piauí;2202703;COCAL;465000
2002;Piauí;2202711;COCAL DE TELHA;155000
2002;Piauí;2202729;COCAL DOS ALVES;55000
2002;Piauí;2202752;COLONIA DO GURGUEIA;205000
2002;Piauí;2202901;CORRENTE;1027000
2002;Piauí;2203107;CRISTINO CASTRO;350000
2002;Piauí;2203206;CURIMATA;381600
2002;Piauí;2203305;DEMERVAL LOBAO;142500
2002;Piauí;2203354;DIRCEU ARCOVERDE;110000
2002;Piauí;2203404;DOM EXPEDITO LOPES;260000
2002;Piauí;2203453;DOM INOCENCIO;105000
2002;Piauí;2203503;ELESBAO VELOSO;353952
2002;Piauí;2203701;ESPERANTINA;1390000
2002;Piauí;2203909;FLORIANO;4435141
2002;Piauí;2204006;FRANCINOPOLIS;65000
2002;Piauí;2204204;FRANCISCO SANTOS;120000
2002;Piauí;2204303;FRONTEIRAS;355000
2002;Piauí;2204501;GUADALUPE;465000
2002;Piauí;2204600;HUGO NAPOLEAO;97400
2002;Piauí;2204709;INHUMA;550000
2002;Piauí;2204808;IPIRANGA DO PIAUI;90000
2002;Piauí;2205003;ITAINOPOLIS;80000
2002;Piauí;2205102;ITAUEIRA;370000
2002;Piauí;2205151;JACOBINA DO PIAUI;295000
2002;Piauí;2205201;JAICOS;471000
2002;Piauí;2205300;JERUMENHA;26000
2002;Piauí;2205409;JOAQUIM PIRES;200000
2002;Piauí;2205508;JOSE DE FREITAS;725000
2002;Piauí;2205516;JUAZEIRO DO PIAUI;110000
2002;Piauí;2205540;LAGOINHA DO PIAUI;206900
2002;Piauí;2205557;LAGOA ALEGRE;145000
2002;Piauí;2205565;LAGOA DO BARRO DO PIAU;20000
2002;Piauí;2205581;LAGOA DO PIAUI;41000
2002;Piauí;2205706;LUIS CORREIA;1053000
2002;Piauí;2205805;LUZILANDIA;565000
2002;Piauí;2206100;MATIAS OLIMPIO;114500
2002;Piauí;2206209;MIGUEL ALVES;191000
2002;Piauí;2206308;MIGUEL LEAO;320000
2002;Piauí;2206407;MONSENHOR GIL;215000
