ANO;ESTADO;CODIGO IBGE;Municipios;Vendas
2018;Acre ;1200013;ACRELANDIA;1884870
2018;Acre ;1200054;ASSIS BRASIL;269760
2018;Acre ;1200104;BRASILEIA;2069112
2018;Acre ;1200138;BUJARI;620949
2018;Acre ;1200179;CAPIXABA;2341098
2018;Acre ;1200203;CRUZEIRO DO SUL;13716512
2018;Acre ;1200252;EPITACIOLANDIA;2542346
2018;Acre ;1200302;FEIJO;2211000
2018;Acre ;1200328;JORDAO;75000
2018;Acre ;1200336;MANCIO LIMA;1499000
2018;Acre ;1200344;MANOEL URBANO;1240000
2018;Acre ;1200351;MARECHAL THAUMATURGO;1100000
2018;Acre ;1200385;PLACIDO DE CASTRO;1441335
2018;Acre ;1200807;PORTO ACRE;2029550
2018;Acre ;1200393;PORTO WALTER;895000
2018;Acre ;1200401;RIO BRANCO;84783134
2018;Acre ;1200427;RODRIGUES ALVES;1332000
2018;Acre ;1200435;SANTA ROSA DO PURUS;415000
2018;Acre ;1200500;SENA MADUREIRA;4117624
2018;Acre ;1200450;SENADOR GUIOMARD;4362226
2018;Acre ;1200609;TARAUACA;3412000
2018;Acre ;1200708;XAPURI;1514808
2018;Alagoas ;2700102;AGUA BRANCA;897500
2018;Alagoas ;2700201;ANADIA;929883
2018;Alagoas ;2700300;ARAPIRACA;47654369
2018;Alagoas ;2700409;ATALAIA;4023227
2018;Alagoas ;2700508;BARRA DE SANTO ANTONIO;930500
2018;Alagoas ;2700607;BARRA DE SAO MIGUEL;2200470
2018;Alagoas ;2700706;BATALHA;3095500
2018;Alagoas ;2700805;BELEM;84000
2018;Alagoas ;2701001;BOCA DA MATA;1629000
2018;Alagoas ;2701100;BRANQUINHA;47500
2018;Alagoas ;2701209;CACIMBINHAS;1244500
2018;Alagoas ;2701308;CAJUEIRO;702455
2018;Alagoas ;2701357;CAMPESTRE;230000
2018;Alagoas ;2701407;CAMPO ALEGRE;3515592
2018;Alagoas ;2701506;CAMPO GRANDE;733000
2018;Alagoas ;2701605;CANAPI;1086000
2018;Alagoas ;2701704;CAPELA;575000
2018;Alagoas ;2701803;CARNEIROS;313500
2018;Alagoas ;2701902;CHA PRETA;268000
2018;Alagoas ;2702009;COITE DO NOIA;1092994
2018;Alagoas ;2702108;COLONIA LEOPOLDINA;998500
2018;Alagoas ;2702306;CORURIPE;5095009
2018;Alagoas ;2702355;CRAIBAS;2569973
2018;Alagoas ;2702405;DELMIRO GOUVEIA;8507113
2018;Alagoas ;2702504;DOIS RIACHOS;679500
2018;Alagoas ;2702553;ESTRELA DE ALAGOAS;1165790
2018;Alagoas ;2702603;FEIRA GRANDE;1253500
2018;Alagoas ;2702702;FELIZ DESERTO;671219
2018;Alagoas ;2702900;GIRAU DO PONCIANO;3234500
2018;Alagoas ;2703007;IBATEGUARA;866000
2018;Alagoas ;2703106;IGACI;2212000
2018;Alagoas ;2703205;IGREJA NOVA;1143000
2018;Alagoas ;2703304;INHAPI;1931365
2018;Alagoas ;2703403;JACARE DOS HOMENS;270000
2018;Alagoas ;2703502;JACUIPE;242500
2018;Alagoas ;2703601;JAPARATINGA;380000
2018;Alagoas ;2703700;JARAMATAIA;140000
2018;Alagoas ;2703759;JEQUIA DA PRAIA;630000
2018;Alagoas ;2703809;JOAQUIM GOMES;785000
2018;Alagoas ;2703908;JUNDIA;167000
2018;Alagoas ;2704005;JUNQUEIRO;2262595
2018;Alagoas ;2704104;LAGOA DA CANOA;1440000
2018;Alagoas ;2704203;LIMOEIRO DE ANADIA;2244891
2018;Alagoas ;2704302;MACEIO;171358633
2018;Alagoas ;2704401;MAJOR ISIDORO;1614000
2018;Alagoas ;2704906;MAR VERMELHO;120000
2018;Alagoas ;2704500;MARAGOGI;4006223
2018;Alagoas ;2704609;MARAVILHA;862940
2018;Alagoas ;2704708;MARECHAL DEODORO;11102285
2018;Alagoas ;2704807;MARIBONDO;3238500
2018;Alagoas ;2705002;MATA GRANDE;1343886
2018;Alagoas ;2705101;MATRIZ DE CAMARAGIBE;2589916
2018;Alagoas ;2705200;MESSIAS;1665000
2018;Alagoas ;2705309;MINADOR DO NEGRAO;659434
2018;Alagoas ;2705408;MONTEIROPOLIS;505000
2018;Alagoas ;2705507;MURICI;2077500
2018;Alagoas ;2705606;NOVO LINO;999900
2018;Alagoas ;2705705;OLHO D'AGUA DAS FLORES;3237500
2018;Alagoas ;2705804;OLHO D'AGUA DO CASADO;804961
2018;Alagoas ;2705903;OLHO D'AGUA GRANDE;130000
2018;Alagoas ;2706000;OLIVENCA;386922
2018;Alagoas ;2706109;OURO BRANCO;984500
2018;Alagoas ;2706307;PALMEIRA DOS INDIOS;10611420
2018;Alagoas ;2706406;PAO DE ACUCAR;2125000
2018;Alagoas ;2706422;PARICONHA;160000
2018;Alagoas ;2706448;PARIPUEIRA;1501500
2018;Alagoas ;2706505;PASSO DE CAMARAGIBE;285000
2018;Alagoas ;2706604;PAULO JACINTO;704952
2018;Alagoas ;2706703;PENEDO;6785528
2018;Alagoas ;2706802;PIACABUCU;1027958
2018;Alagoas ;2706901;PILAR;3857427
2018;Alagoas ;2707107;PIRANHAS;3596152
2018;Alagoas ;2707206;POCO DAS TRINCHEIRAS;1179000
2018;Alagoas ;2707305;PORTO CALVO;2367161
2018;Alagoas ;2707404;PORTO DE PEDRAS;480000
2018;Alagoas ;2707503;PORTO REAL DO COLEGIO;1136500
2018;Alagoas ;2707602;QUEBRANGULO;394000
2018;Alagoas ;2707701;RIO LARGO;13607773
2018;Alagoas ;2708006;SANTANA DO IPANEMA;7784010
2018;Alagoas ;2708105;SANTANA DO MUNDAU;458500
2018;Alagoas ;2708303;SAO JOSE DA LAJE;1166000
2018;Alagoas ;2708402;SAO JOSE DA TAPERA;2879994
2018;Alagoas ;2708501;SAO LUIS DO QUITUNDE;2315895
2018;Alagoas ;2708600;SAO MIGUEL DOS CAMPOS;12298169
2018;Alagoas ;2708709;SAO MIGUEL DOS MILAGRES;1099500
2018;Alagoas ;2708808;SAO SEBASTIAO;4309658
2018;Alagoas ;2708907;SATUBA;2091918
2018;Alagoas ;2708956;SENADOR RUI PALMEIRA;850000
2018;Alagoas ;2709103;TAQUARANA;2102658
2018;Alagoas ;2709152;TEOTONIO VILELA;2666500
2018;Alagoas ;2709202;TRAIPU;305000
2018;Alagoas ;2709301;UNIAO DOS PALMARES;6892499
2018;Alagoas ;2709400;VICOSA;2849496
2018;Amazonas;1300029;ALVARAES;1154372
2018;Amazonas;1300060;AMATURA;2000
2018;Amazonas;1300102;ANORI;1618990
2018;Amazonas;1300144;APUI;2251108
2018;Amazonas;1300300;AUTAZES;5244577
2018;Amazonas;1300409;BARCELOS;1757350
2018;Amazonas;1300508;BARREIRINHA;2329432
2018;Amazonas;1300607;BENJAMIN CONSTANT;20994
2018;Amazonas;1300631;BERURI;830000
2018;Amazonas;1300680;BOA VISTA DO RAMOS;749920
2018;Amazonas;1300706;BOCA DO ACRE;3919876
2018;Amazonas;1300805;BORBA;2290000
2018;Amazonas;1300839;CAAPIRANGA;210000
2018;Amazonas;1300904;CANUTAMA;520000
2018;Amazonas;1301001;CARAUARI;1209998
2018;Amazonas;1301100;CAREIRO;3719573
2018;Amazonas;1301159;CAREIRO DA VARZEA;1473312
2018;Amazonas;1301209;COARI;5533499
2018;Amazonas;1301308;CODAJAS;1176446
2018;Amazonas;1301407;EIRUNEPE;2700285
2018;Amazonas;1301506;ENVIRA;369000
2018;Amazonas;1301605;FONTE BOA;1959255
2018;Amazonas;1301654;GUAJARA;1092000
2018;Amazonas;1301704;HUMAITA;5954489
2018;Amazonas;1301803;IPIXUNA;195000
2018;Amazonas;1301852;IRANDUBA;13181040
2018;Amazonas;1301902;ITACOATIARA;12681897
2018;Amazonas;1301951;ITAMARATI;170000
2018;Amazonas;1302009;ITAPIRANGA;1413000
2018;Amazonas;1302108;JAPURA;9000
2018;Amazonas;1302207;JURUA;296791
2018;Amazonas;1302306;JUTAI;1604668
2018;Amazonas;1302405;LABREA;3262614
2018;Amazonas;1302504;MANACAPURU;16055126
2018;Amazonas;1302553;MANAQUIRI;1625057
2018;Amazonas;1302603;MANAUS;457862122
2018;Amazonas;1302702;MANICORE;4723481
2018;Amazonas;1302801;MARAA;253000
2018;Amazonas;1302900;MAUES;3854798
2018;Amazonas;1303007;NHAMUNDA;1199205
2018;Amazonas;1303106;NOVA OLINDA DO NORTE;2904750
2018;Amazonas;1303205;NOVO AIRAO;1770000
2018;Amazonas;1303304;NOVO ARIPUANA;913000
2018;Amazonas;1303403;PARINTINS;9464385
2018;Amazonas;1303502;PAUINI;847702
2018;Amazonas;1303536;PRESIDENTE FIGUEIREDO;6141593
2018;Amazonas;1303569;RIO PRETO DA EVA;2527096
2018;Amazonas;1303601;SANTA ISABEL DO RIO NEGRO;1093969
2018;Amazonas;1303700;SANTO ANTONIO DO ICA;945380
2018;Amazonas;1303809;SAO GABRIEL DA CACHOEIRA;5890272
2018;Amazonas;1303908;SAO PAULO DE OLIVENCA;66142
2018;Amazonas;1303957;SAO SEBASTIAO DO UATUMA;1315000
2018;Amazonas;1304005;SILVES;1098000
2018;Amazonas;1304062;TABATINGA;473808
2018;Amazonas;1304104;TAPAUA;482000
2018;Amazonas;1304203;TEFE;7837262
2018;Amazonas;1304237;TONANTINS;372519
2018;Amazonas;1304260;UARINI;1143680
2018;Amazonas;1304302;URUCARA;1629494
2018;Amazonas;1304401;URUCURITUBA;790000
2018;Amapa ;1600105;AMAPA;722957
2018;Amapa ;1600204;CALCOENE;1409966
2018;Amapa ;1600238;FERREIRA GOMES;375000
2018;Amapa ;1600253;ITAUBAL;114920
2018;Amapa ;1600279;LARANJAL DO JARI;4217352
2018;Amapa ;1600303;MACAPA;121743511
2018;Amapa ;1600402;MAZAGAO;179865
2018;Amapa ;1600501;OIAPOQUE;4659050
2018;Amapa ;1600154;PEDRA BRANCA DO AMAPARI;919310
2018;Amapa ;1600535;PORTO GRANDE;2513140
2018;Amapa ;1600600;SANTANA;18861566
2018;Amapa ;1600055;SERRA DO NAVIO;684595
2018;Amapa ;1600709;TARTARUGALZINHO;1144070
2018;Amapa ;1600808;VITORIA DO JARI;464896
2018;Bahia;2900108;ABAIRA;737000
2018;Bahia;2900207;ABARE;2215647
2018;Bahia;2900306;ACAJUTIBA;1277000
2018;Bahia;2900355;ADUSTINA;1881000
2018;Bahia;2900405;AGUA FRIA;744000
2018;Bahia;2900603;AIQUARA;155000
2018;Bahia;2900702;ALAGOINHAS;24260942
2018;Bahia;2900801;ALCOBACA;2615500
2018;Bahia;2900900;ALMADINA;250000
2018;Bahia;2901007;AMARGOSA;4990700
2018;Bahia;2901106;AMELIA RODRIGUES;4704000
2018;Bahia;2901155;AMERICA DOURADA;1168000
2018;Bahia;2901205;ANAGE;2970000
2018;Bahia;2901304;ANDARAI;1739000
2018;Bahia;2901353;ANDORINHA;1905500
2018;Bahia;2901403;ANGICAL;854000
2018;Bahia;2901502;ANGUERA;2391500
2018;Bahia;2901601;ANTAS;2239914
2018;Bahia;2901700;ANTONIO CARDOSO;1780800
2018;Bahia;2901809;ANTONIO GONCALVES;531882
2018;Bahia;2901908;APORA;1167000
2018;Bahia;2901957;APUAREMA;539500
2018;Bahia;2902054;ARACAS;1285001
2018;Bahia;2902005;ARACATU;2624500
2018;Bahia;2902104;ARACI;4728893
2018;Bahia;2902203;ARAMARI;385000
2018;Bahia;2902252;ARATACA;340000
2018;Bahia;2902302;ARATUIPE;1394000
2018;Bahia;2902401;AURELINO LEAL;1170610
2018;Bahia;2902500;BAIANOPOLIS;1144000
2018;Bahia;2902609;BAIXA GRANDE;2857000
2018;Bahia;2902658;BANZAE;1459336
2018;Bahia;2902708;BARRA;1114000
2018;Bahia;2902807;BARRA DA ESTIVA;4885887
2018;Bahia;2902906;BARRA DO CHOCA;1985000
2018;Bahia;2903003;BARRA DO MENDES;1145000
2018;Bahia;2903102;BARRA DO ROCHA;275000
2018;Bahia;2903201;BARREIRAS;29859508
2018;Bahia;2903235;BARRO ALTO;1158000
2018;Bahia;2903300;BARRO PRETO;39433
2018;Bahia;2903276;BARROCAS;919578
2018;Bahia;2903409;BELMONTE;1658000
2018;Bahia;2903508;BELO CAMPO;1725000
2018;Bahia;2903607;BIRITINGA;1417000
2018;Bahia;2903706;BOA NOVA;644500
2018;Bahia;2903805;BOA VISTA DO TUPIM;1352001
2018;Bahia;2903904;BOM JESUS DA LAPA;10105000
2018;Bahia;2903953;BOM JESUS DA SERRA;591000
2018;Bahia;2904001;BONINAL;1977000
2018;Bahia;2904050;BONITO;1792000
2018;Bahia;2904100;BOQUIRA;1532800
2018;Bahia;2904209;BOTUPORA;1061000
2018;Bahia;2904308;BREJOES;1940500
2018;Bahia;2904407;BREJOLANDIA;785000
2018;Bahia;2904506;BROTAS DE MACAUBAS;834500
2018;Bahia;2904605;BRUMADO;11447500
2018;Bahia;2904704;BUERAREMA;4656977
2018;Bahia;2904753;BURITIRAMA;1040000
2018;Bahia;2904803;CAATIBA;378000
2018;Bahia;2904852;CABACEIRAS DO PARAGUACU;1061000
2018;Bahia;2904902;CACHOEIRA;1454000
2018;Bahia;2905008;CACULE;3275000
2018;Bahia;2905107;CAEM;602000
2018;Bahia;2905156;CAETANOS;895000
2018;Bahia;2905206;CAETITE;7891500
2018;Bahia;2905305;CAFARNAUM;2117501
2018;Bahia;2905404;CAIRU;1029000
2018;Bahia;2905503;CALDEIRAO GRANDE;1552000
2018;Bahia;2905602;CAMACAN;2415000
2018;Bahia;2905701;CAMACARI;56760694
2018;Bahia;2905800;CAMAMU;4050000
2018;Bahia;2905909;CAMPO ALEGRE DE LOURDES;3652500
2018;Bahia;2906006;CAMPO FORMOSO;6816280
2018;Bahia;2906105;CANAPOLIS;377000
2018;Bahia;2906204;CANARANA;3082000
2018;Bahia;2906303;CANAVIEIRAS;2855450
2018;Bahia;2906402;CANDEAL;433000
2018;Bahia;2906501;CANDEIAS;13081272
2018;Bahia;2906600;CANDIBA;1580000
2018;Bahia;2906709;CANDIDO SALES;2861500
2018;Bahia;2906808;CANSANCAO;3963000
2018;Bahia;2906824;CANUDOS;3454500
2018;Bahia;2906857;CAPELA DO ALTO ALEGRE;1053500
2018;Bahia;2906873;CAPIM GROSSO;9670295
2018;Bahia;2906899;CARAIBAS;1807000
2018;Bahia;2906907;CARAVELAS;2253398
2018;Bahia;2907004;CARDEAL DA SILVA;1307000
2018;Bahia;2907103;CARINHANHA;3250000
2018;Bahia;2907202;CASA NOVA;7924989
2018;Bahia;2907301;CASTRO ALVES;1974828
2018;Bahia;2907400;CATOLANDIA;1205000
2018;Bahia;2907509;CATU;5040000
2018;Bahia;2907558;CATURAMA;989000
2018;Bahia;2907608;CENTRAL;9795000
2018;Bahia;2907707;CHORROCHO;1346000
2018;Bahia;2907806;CICERO DANTAS;4583000
2018;Bahia;2907905;CIPO;3426997
2018;Bahia;2908002;COARACI;1750000
2018;Bahia;2908101;COCOS;1827000
2018;Bahia;2908200;CONCEICAO DA FEIRA;3039000
2018;Bahia;2908309;CONCEICAO DO ALMEIDA;4412000
2018;Bahia;2908408;CONCEICAO DO COITE;9580099
2018;Bahia;2908507;CONCEICAO DO JACUIPE;10180570
2018;Bahia;2908606;CONDE;2227500
2018;Bahia;2908705;CONDEUBA;1554001
2018;Bahia;2908804;CONTENDAS DO SINCORA;534000
2018;Bahia;2908903;CORACAO DE MARIA;1936000
2018;Bahia;2909000;CORDEIROS;899000
2018;Bahia;2909109;CORIBE;1274000
2018;Bahia;2909208;CORONEL JOAO SA;1359383
2018;Bahia;2909307;CORRENTINA;11965742
2018;Bahia;2909406;COTEGIPE;1180999
2018;Bahia;2909505;CRAVOLANDIA;359000
2018;Bahia;2909604;CRISOPOLIS;1472000
2018;Bahia;2909703;CRISTOPOLIS;2232780
2018;Bahia;2909802;CRUZ DAS ALMAS;9731500
2018;Bahia;2909901;CURACA;3406000
2018;Bahia;2910008;DARIO MEIRA;989000
2018;Bahia;2910057;DIAS D'AVILA;8238868
2018;Bahia;2910107;DOM BASILIO;1881000
2018;Bahia;2910206;DOM MACEDO COSTA;245000
2018;Bahia;2910305;ELISIO MEDRADO;639000
2018;Bahia;2910404;ENCRUZILHADA;2678500
2018;Bahia;2910503;ENTRE RIOS;7029000
2018;Bahia;2900504;ERICO CARDOSO;479000
2018;Bahia;2910602;ESPLANADA;5244500
2018;Bahia;2910701;EUCLIDES DA CUNHA;8321156
2018;Bahia;2910727;EUNAPOLIS;24267010
2018;Bahia;2910750;FATIMA;1718000
2018;Bahia;2910776;FEIRA DA MATA;515000
2018;Bahia;2910800;FEIRA DE SANTANA;115967249
2018;Bahia;2910859;FILADELFIA;1836446
2018;Bahia;2910909;FIRMINO ALVES;176000
2018;Bahia;2911006;FLORESTA AZUL;145000
2018;Bahia;2911105;FORMOSA DO RIO PRETO;4482500
2018;Bahia;2911204;GANDU;4164000
2018;Bahia;2911253;GAVIAO;764500
2018;Bahia;2911303;GENTIO DO OURO;140000
2018;Bahia;2911402;GLORIA;1140125
2018;Bahia;2911501;GONGOGI;320000
2018;Bahia;2911600;GOVERNADOR MANGABEIRA;2703080
2018;Bahia;2911659;GUAJERU;553000
2018;Bahia;2911709;GUANAMBI;17335622
2018;Bahia;2911808;GUARATINGA;1129000
2018;Bahia;2911857;HELIOPOLIS;929000
2018;Bahia;2911907;IACU;2439000
2018;Bahia;2912004;IBIASSUCE;1177500
2018;Bahia;2912103;IBICARAI;2140000
2018;Bahia;2912202;IBICOARA;2842500
2018;Bahia;2912301;IBICUI;1042500
2018;Bahia;2912400;IBIPEBA;1188500
2018;Bahia;2912509;IBIPITANGA;1470000
2018;Bahia;2912608;IBIQUERA;365000
2018;Bahia;2912707;IBIRAPITANGA;1964305
2018;Bahia;2912806;IBIRAPUA;961419
2018;Bahia;2912905;IBIRATAIA;1980500
2018;Bahia;2913002;IBITIARA;1934500
2018;Bahia;2913101;IBITITA;1128000
2018;Bahia;2913200;IBOTIRAMA;5294000
2018;Bahia;2913309;ICHU;538000
2018;Bahia;2913408;IGAPORA;2508000
2018;Bahia;2913457;IGRAPIUNA;465000
2018;Bahia;2913507;IGUAI;1762000
2018;Bahia;2913606;ILHEUS;27683644
2018;Bahia;2913705;INHAMBUPE;5323792
2018;Bahia;2913804;IPECAETA;738000
2018;Bahia;2913903;IPIAU;4412500
2018;Bahia;2914000;IPIRA;8117000
2018;Bahia;2914109;IPUPIARA;1278000
2018;Bahia;2914208;IRAJUBA;1318656
2018;Bahia;2914307;IRAMAIA;1280000
2018;Bahia;2914406;IRAQUARA;3285001
2018;Bahia;2914505;IRARA;3110938
2018;Bahia;2914604;IRECE;15112000
2018;Bahia;2914653;ITABELA;4575001
2018;Bahia;2914703;ITABERABA;12001151
2018;Bahia;2914802;ITABUNA;32165566
2018;Bahia;2914901;ITACARE;2751500
2018;Bahia;2915007;ITAETE;1277000
2018;Bahia;2915106;ITAGI;946500
2018;Bahia;2915205;ITAGIBA;1188500
2018;Bahia;2915304;ITAGIMIRIM;2266500
2018;Bahia;2915353;ITAGUACU DA BAHIA;575000
2018;Bahia;2915403;ITAJU DO COLONIA;290000
2018;Bahia;2915502;ITAJUIPE;1907500
2018;Bahia;2915601;ITAMARAJU;9927228
2018;Bahia;2915700;ITAMARI;471000
2018;Bahia;2915809;ITAMBE;1730919
2018;Bahia;2916005;ITANHEM;2241000
2018;Bahia;2916104;ITAPARICA;2509000
2018;Bahia;2916203;ITAPE;2118718
2018;Bahia;2916302;ITAPEBI;434000
2018;Bahia;2916401;ITAPETINGA;10136000
2018;Bahia;2916500;ITAPICURU;2619000
2018;Bahia;2916609;ITAPITANGA;535000
2018;Bahia;2916708;ITAQUARA;831000
2018;Bahia;2916807;ITARANTIM;1320000
2018;Bahia;2916856;ITATIM;4004000
2018;Bahia;2916906;ITIRUCU;1213500
2018;Bahia;2917003;ITIUBA;2987000
2018;Bahia;2917102;ITORORO;1441000
2018;Bahia;2917201;ITUACU;1749000
2018;Bahia;2917300;ITUBERA;2664000
2018;Bahia;2917334;IUIU;876000
2018;Bahia;2917359;JABORANDI;1117000
2018;Bahia;2917409;JACARACI;1263000
2018;Bahia;2917508;JACOBINA;15866186
2018;Bahia;2917607;JAGUAQUARA;8391242
2018;Bahia;2917706;JAGUARARI;5009000
2018;Bahia;2917805;JAGUARIPE;766828
2018;Bahia;2917904;JANDAIRA;434000
2018;Bahia;2918001;JEQUIE;21747500
2018;Bahia;2918209;JEQUIRICA;1332000
2018;Bahia;2918100;JEREMOABO;3751000
2018;Bahia;2918308;JITAUNA;1018000
2018;Bahia;2918357;JOAO DOURADO;1948000
2018;Bahia;2918407;JUAZEIRO;38472656
2018;Bahia;2918456;JUCURUCU;620000
2018;Bahia;2918506;JUSSARA;820000
2018;Bahia;2918555;JUSSARI;175000
2018;Bahia;2918605;JUSSIAPE;788000
2018;Bahia;2918704;LAFAIETE COUTINHO;238000
2018;Bahia;2918753;LAGOA REAL;1075500
2018;Bahia;2918803;LAJE;3544014
2018;Bahia;2918902;LAJEDAO;641000
2018;Bahia;2919009;LAJEDINHO;1260914
2018;Bahia;2919058;LAJEDO DO TABOCAL;957500
2018;Bahia;2919108;LAMARAO;345000
2018;Bahia;2919157;LAPAO;2782000
2018;Bahia;2919207;LAURO DE FREITAS;51188546
2018;Bahia;2919306;LENCOIS;2053000
2018;Bahia;2919405;LICINIO DE ALMEIDA;1473000
2018;Bahia;2919504;LIVRAMENTO DE NOSSA SENHORA;5916219
2018;Bahia;2919553;LUIS EDUARDO MAGALHAES;25384315
2018;Bahia;2919603;MACAJUBA;827000
2018;Bahia;2919702;MACARANI;1350000
2018;Bahia;2919801;MACAUBAS;3917500
2018;Bahia;2919900;MACURURE;732000
2018;Bahia;2919926;MADRE DE DEUS;1431000
2018;Bahia;2919959;MAETINGA;868000
2018;Bahia;2920007;MAIQUINIQUE;685000
2018;Bahia;2920106;MAIRI;1819641
2018;Bahia;2920205;MALHADA;920000
2018;Bahia;2920304;MALHADA DE PEDRAS;965000
2018;Bahia;2920403;MANOEL VITORINO;1166000
2018;Bahia;2920452;MANSIDAO;1210000
2018;Bahia;2920502;MARACAS;3713640
2018;Bahia;2920601;MARAGOGIPE;1610000
2018;Bahia;2920700;MARAU;1260000
2018;Bahia;2920809;MARCIONILIO SOUZA;919000
2018;Bahia;2920908;MASCOTE;1071000
2018;Bahia;2921005;MATA DE SAO JOAO;6797408
2018;Bahia;2921054;MATINA;782000
2018;Bahia;2921104;MEDEIROS NETO;3542500
2018;Bahia;2921203;MIGUEL CALMON;2788000
2018;Bahia;2921302;MILAGRES;2642312
2018;Bahia;2921401;MIRANGABA;830000
2018;Bahia;2921450;MIRANTE;662000
2018;Bahia;2921500;MONTE SANTO;4676000
2018;Bahia;2921609;MORPARA;498000
2018;Bahia;2921708;MORRO DO CHAPEU;4129176
2018;Bahia;2921807;MORTUGABA;1381000
2018;Bahia;2921906;MUCUGE;1396000
2018;Bahia;2922003;MUCURI;8543500
2018;Bahia;2922052;MULUNGU DO MORRO;1058000
2018;Bahia;2922102;MUNDO NOVO;1887000
2018;Bahia;2922201;MUNIZ FERREIRA;1049500
2018;Bahia;2922250;MUQUEM DE SAO FRANCISCO;1421000
2018;Bahia;2922300;MURITIBA;3888000
2018;Bahia;2922409;MUTUIPE;2968442
2018;Bahia;2922508;NAZARE;4900500
2018;Bahia;2922607;NILO PECANHA;1005000
2018;Bahia;2922656;NORDESTINA;1543000
2018;Bahia;2922706;NOVA CANAA;954500
2018;Bahia;2922730;NOVA FATIMA;2655000
2018;Bahia;2922755;NOVA IBIA;260000
2018;Bahia;2922805;NOVA ITARANA;529000
2018;Bahia;2922854;NOVA REDENCAO;673764
2018;Bahia;2922904;NOVA SOURE;1974000
2018;Bahia;2923001;NOVA VICOSA;8111100
2018;Bahia;2923035;NOVO HORIZONTE;1414500
2018;Bahia;2923050;NOVO TRIUNFO;534000
2018;Bahia;2923100;OLINDINA;3764000
2018;Bahia;2923209;OLIVEIRA DOS BREJINHOS;3203300
2018;Bahia;2923308;OURICANGAS;497000
2018;Bahia;2923357;OUROLANDIA;2700000
2018;Bahia;2923407;PALMAS DE MONTE ALTO;1709500
2018;Bahia;2923506;PALMEIRAS;927000
2018;Bahia;2923605;PARAMIRIM;2491828
2018;Bahia;2923704;PARATINGA;2171000
2018;Bahia;2923803;PARIPIRANGA;2408000
2018;Bahia;2923902;PAU BRASIL;635000
2018;Bahia;2924009;PAULO AFONSO;18093736
2018;Bahia;2924058;PE DE SERRA;1330500
2018;Bahia;2924108;PEDRAO;299000
2018;Bahia;2924207;PEDRO ALEXANDRE;1128000
2018;Bahia;2924306;PIATA;2232000
2018;Bahia;2924405;PILAO ARCADO;2116000
2018;Bahia;2924504;PINDAI;1824000
2018;Bahia;2924603;PINDOBACU;1610000
2018;Bahia;2924652;PINTADAS;1155500
2018;Bahia;2924678;PIRAI DO NORTE;560000
2018;Bahia;2924702;PIRIPA;1190000
2018;Bahia;2924801;PIRITIBA;3337000
2018;Bahia;2924900;PLANALTINO;1046000
2018;Bahia;2925006;PLANALTO;3381800
2018;Bahia;2925105;POCOES;5692500
2018;Bahia;2925204;POJUCA;2889000
2018;Bahia;2925253;PONTO NOVO;1292000
2018;Bahia;2925303;PORTO SEGURO;22635182
2018;Bahia;2925402;POTIRAGUA;764000
2018;Bahia;2925501;PRADO;3014000
2018;Bahia;2925600;PRESIDENTE DUTRA;1210000
2018;Bahia;2925709;PRESIDENTE JANIO QUADROS;1090000
2018;Bahia;2925758;PRESIDENTE TANCREDO NEVES;3659787
2018;Bahia;2925808;QUEIMADAS;2923000
2018;Bahia;2925907;QUIJINGUE;2092500
2018;Bahia;2925931;QUIXABEIRA;828500
2018;Bahia;2925956;RAFAEL JAMBEIRO;3745828
2018;Bahia;2926004;REMANSO;4487000
2018;Bahia;2926103;RETIROLANDIA;2193000
2018;Bahia;2926202;RIACHAO DAS NEVES;1523000
2018;Bahia;2926301;RIACHAO DO JACUIPE;5106000
2018;Bahia;2926400;RIACHO DE SANTANA;2776000
2018;Bahia;2926509;RIBEIRA DO AMPARO;1150000
2018;Bahia;2926608;RIBEIRA DO POMBAL;7864317
2018;Bahia;2926657;RIBEIRAO DO LARGO;505000
2018;Bahia;2926707;RIO DE CONTAS;795000
2018;Bahia;2926806;RIO DO ANTONIO;1779000
2018;Bahia;2926905;RIO DO PIRES;799000
2018;Bahia;2927002;RIO REAL;4248500
2018;Bahia;2927101;RODELAS;1264000
2018;Bahia;2927200;RUY BARBOSA;3049000
2018;Bahia;2927309;SALINAS DA MARGARIDA;1043500
2018;Bahia;2927408;SALVADOR;386411642
2018;Bahia;2927507;SANTA BARBARA;2403966
2018;Bahia;2927606;SANTA BRIGIDA;1663000
2018;Bahia;2927705;SANTA CRUZ CABRALIA;5857363
2018;Bahia;2927804;SANTA CRUZ DA VITORIA;855000
2018;Bahia;2927903;SANTA INES;945500
2018;Bahia;2928059;SANTA LUZIA;710000
2018;Bahia;2928109;SANTA MARIA DA VITORIA;6935886
2018;Bahia;2928406;SANTA RITA DE CASSIA;3139000
2018;Bahia;2928505;SANTA TERESINHA;415000
2018;Bahia;2928000;SANTALUZ;4831000
2018;Bahia;2928208;SANTANA;3333500
2018;Bahia;2928307;SANTANOPOLIS;725000
2018;Bahia;2928604;SANTO AMARO;5042500
2018;Bahia;2928703;SANTO ANTONIO DE JESUS;20423554
2018;Bahia;2928802;SANTO ESTEVAO;8836686
2018;Bahia;2928901;SAO DESIDERIO;5613001
2018;Bahia;2928950;SAO DOMINGOS;1212500
2018;Bahia;2929107;SAO FELIPE;2100000
2018;Bahia;2929008;SAO FELIX;1223000
2018;Bahia;2929057;SAO FELIX DO CORIBE;2701012
